line,class_value
"   <property name=""shortcut"">",0
    <string>F11</string>,0
S<[ B<--full-screen> ]>,0
     <height>23</height>,0
    ui->outputDeviceComboBox->setCurrentIndex(ui->outputDeviceComboBox->findText(default_out_name))_,0
gboolean *detected_tcp_svc = NULL_,0
        clear_rrpd(&rrpd_list[i])_,0
    out_rrpd->c2s = in_rrpd->c2s_,0
"    temp_string = wmem_alloc(NULL, SIZEOF_TEMP_STRING)_",0
"    wmem_free(NULL, summary)_",0
#define ETH_TYPE_IPV6 0x86dd,0
#ifndef _PACKET_GSMTAP_H,0
#define GSMTAP_BURST_CDMA_CODE          0x10	/* WiMAX CDMA Code Attribute burst */,1
#define GSMTAP_CHANNEL_UNKNOWN    0x00,0
#define GSMTAP_ARFCN_F_UPLINK		0x4000,0
            unix_ts = g_date_time_to_unix(datetime)_,0
Franklin Mathieu <franklinmathieu@gmail.com> Snaipe <franklinmathieu@gmail.com>,0
                        else,0
    format.setSampleRate(audio_out_rate_)_,0
    format.setSampleSize(sample_bytes_ * 8)_ // bits,0
    if (!cur_out_device.isFormatSupported(format)) {,1
    mouseMoved(NULL)_,0
    const guint8 *ph_,1
value_string_ext tns_data_oci_subfuncs_ext = VALUE_STRING_EXT_INIT(tns_data_oci_subfuncs)_,0
"	{1,	""Logon to Oracle""},",0
		proto_tree *df_tree = NULL_,0
			if ( data_tree ),0
"			""Call ID"", ""tns.data_piggyback.id"", FT_UINT8, BASE_HEX,",0
"        sub_item = proto_tree_add_item(st, hf_btsmp_public_key_x, tvb, offset, 32, ENC_NA)_",1
"        sub_item = proto_tree_add_item(st, hf_btsmp_public_key_y, tvb, offset, 32, ENC_NA)_",1
    if (param & 0x01) {,0
					AC_MSG_ERROR([macOS builds should use Qt5]),0
        // Do not attempt to recognize protocols.,0
  guint32 profiles_end = offset + profiles_length_,0
"                                      hf_ssh_hostkey_ecdsa_curve_id, hf_ssh_hostkey_ecdsa_curve_id_length)_",0
"    // foundation: between 1 and 32 ""ICE chars"" (ALPHA / DIGIT / ""+"" / ""/"")",1
"      expert_add_info(pinfo, epath_item, &ei_proto_ext_network)_",0
"          expert_add_info(pinfo, epath_item, &ei_proto_ext_network)_",0
"{ SUBMESSAGE_PAD,                       ""PAD"" },",0
  if (print_tree != NULL) {,0
"  if ((init_progfile_dir_error = init_progfile_dir(argv[0], main))) {",0
"		POD2HTML=""perl-Pod-Html""",0
"         * direction, because it could be another different",0
        case RDMA_MSG:,0
        eo_free_entry(entry)_,0
"    col_packet_,",0
            return QString().setNum(entry_->pkt_num)_,0
        eo_ti->entry()_,0
    export_object_gui_reset_cb reset_cb_ /* function to parse parameters of optional arguments of tap string */,0
"void MainWindow::addExportObjectsMenuItem(gpointer data, gpointer user_data)",1
    export_action->setEnabled(false)_,1
Export all objects within a protocol.,0
	export_object.c	\,1
        entry = (export_object_entry_t *)g_malloc(sizeof(export_object_entry_t))_,1
        entry->filename = g_strdup(g_path_get_basename(eo_info->filename))_,1
		entry->filename = g_strdup(g_path_get_basename(eo_info->filename))_,0
  entry->filename = g_strdup(g_path_get_basename(eo_info->filename))_,0
            return eo_,0
"        out_str = g_string_append_c(out_str, HEXTOASCII(LONIBBLE(*tmp_ptr)))_",1
"typedef export_object_entry_t* (*export_object_object_list_get_entry_cb)(void* gui_data, int row)_",0
    export_object_object_list_add_entry_cb add_entry_ //GUI specific handler for adding an object entry,0
WS_DLL_PUBLIC register_eo_t* get_eo_by_name(const char* name)_,0
"WS_DLL_PUBLIC GString *eo_massage_str(const gchar *in_str, gsize maxlen, int dup)_",1
	export_object_ui.c		\,1
	export_object_ui.h		\,1
"        eo_iterate_tables(list_exportobject_protocol, NULL)_",0
"            fprintf(stderr, ""Failed to create export objects output directory! %s\n"", save_in_path)_",0
    /* Used to get tshark to link this file */,0
#define LONGOPT_EXPORT_OBJECTS  5001,1
"            open_failure_alert_box(save_as_filename, errno, TRUE)_",0
				do {,0
	exportobjects_tap_ui.h		\,0
"	TAP_NAME,",0
"			proto_tree_add_item(e_tree, hf_bootp_option125_length, tvb, optoff, 1, ENC_NA)_",0
"	subopt_len = tvb_get_guint8(tvb, suboptoff)_",0
"        { &hf_bootp_option125_length,",0
    if (audio_output_) {,1
        if (FALSE && pcap_opts->pcap_h != NULL) {,0
"    connect(&rtp_player_dialog, SIGNAL(goToPacket(int)), this, SIGNAL(goToPacket(int)))_",0
          {,0
/* Internal flag for tracking concatenated frames */,0
     necessary to generate protocol tree items. */,0
"          next_tvb =  tvb_new_subset_remaining(tvb, hdrlen)_",0
"              call_dissector (docsis_handle, next_tvb, pinfo, tree)_",0
.cproject,0
"        ""Enabled"",",0
"    length = tvb_get_guint8(tvb, offset+1)_",0
    if (tag_len < length),0
# libgnutls28-dev: Debian jessie,0
"echo ""libgnutls-dev not available""",0
"            ""Resolve SS7 PCs"",",0
static const value_string ietf_6top_command_identifiers[] = {,0
        case IETF_6TOP_RC_ERR_VER:,0
"        { ""Code"",  ""wpan.ietf_ie.6top.code"", FT_UINT8, BASE_HEX, NULL, 0x0,",0
"    sixtop_tree = proto_tree_add_subtree_format(p_inf_elem_tree, tvb, offset, pie_length, ett_ieee802154_p_ie_ietf_6top, NULL, ""6top IE Content"")_",1
"    proto_tree_add_item(sixtop_tree, hf_ieee802154_p_ie_ietf_6top_sfid, tvb, offset + 3, 1, ENC_LITTLE_ENDIAN)_",0
            /* unsupported return code */,0
"     {""Information Request"", ""wlan.20_40_bc"",",0
    if (length < 12) {,0
"        expert_add_info_format(pinfo, tree, &ei_bgp_ls_error,",0
"                ""Link State NLRI length is lower than 12 bytes! (%d)"", length)_",0
        return length_,0
    length -= dissected_length_,0
    if (length > 0 && length < 4) {,0
"                ""Unknown data in Link-State Link NLRI! length = %d bytes"", length)_",0
        return dissected_length_,0
"                col_append_fstr(pinfo->cinfo, COL_INFO, "" [%d bytes GZIPd]"", tvb_reported_length(payload))_",0
"            col_append_fstr(pinfo->cinfo, COL_INFO, "" [%d bytes GZIPd]"", bytes_length)_",0
"    gint16 api_key, min_version, max_version_",0
"            { ""Reserved"",                                  ""bthci_evt.features.reserved"",",0
"execute_process(COMMAND ${GIT_EXECUTABLE} archive HEAD WORKING_DIRECTORY ""${PROJECT_SOURCE_DIR}"" COMMAND tar x -C ""${WS_SOURCE_DIR}"")",0
"execute_process(COMMAND ${GIT_EXECUTABLE} -C ""${CMAKE_SOURCE_DIR}"" describe OUTPUT_VARIABLE GIT_DESCRIBE)",0
"	echo -n ""git_description="" > ${PROJECT_SOURCE_DIR}/version.conf &&",0
        if ( vl_max % 4 == 0) {,0
"dissect_kafka_offset_fetch_response_partition(tvbuff_t *tvb, packet_info *pinfo _U_, proto_tree *tree,",0
"                                              int start_offset, kafka_api_version_t api_version _U_)",0
                                 kafka_api_version_t api_version _U_),0
"dissect_kafka_offsets_response_partition(tvbuff_t *tvb, packet_info *pinfo _U_, proto_tree *tree,",0
            /* TODO: decode other response types */,0
"               FT_INT64, BASE_DEC, 0, 0,",0
add_custom_target(dist COMMAND ${CMAKE_MAKE_PROGRAM} package_source),0
"        g_debug(""Can't set socket timeout, using default"")_",0
"    cip_req_info_t *preq_info, proto_item* msp_item, gboolean is_msp_item)_",1
matrix:,1
"    g_snprintf(short_name, len, ""%s_%s"", proto->loname, listname)_",0
            g_free(short_name)_,0
"        luaL_argerror(L,3,""The heuristic dissector must be a function"")_",0
static const value_string pn_io_am_location_reserved1_vals[] = {,0
"  {2, ""Broadcast initial ranging required.""},",0
"mailto:{wireshark-dev-list-email}[wireshark-dev mailing list], or attach it to your bug report.",0
and updated for VS2013 by mailto:{wsdg-author-email2}[Graham Bloice],0
authors through {wireshark-dev-list-email}.,0
  -l <typenum>           link-layer type number_ default is 1 (Ethernet). See,1
link:{wikipedia-main-url}[Time_zone] and,1
updated by mailto:{wsug-author-email}[Ulf Lamping].,0
    digits[8] = '\0'_,0
    digits[4] = '\0'_,0
    info->seq[0] = info->seq[1] = 0_,0
    //Only TCP stream uses fragments,0
    fragment = (follow_record_t*)fragment_entry->data_,0
        lowest_seq = fragment->seq_,0
"        if( GT_SEQ(lowest_seq, fragment->seq) ) {",0
            lowest_seq = fragment->seq_,0
"        if( LT_SEQ(fragment->seq, follow_info->seq[is_server]) ) {",0
"            if( GT_SEQ(newseq, follow_info->seq[is_server]) ) {",0
                if ( fragment->data->len > new_pos ) {,0
                follow_info->seq[is_server] += (fragment->data->len - new_pos)_,0
            if( fragment->data->len > 0 ) {,0
"    if( GT_SEQ(acknowledged, lowest_seq) ) {",0
"        follow_record->data = g_byte_array_append(follow_record->data,",0
"    follow_record->data = g_byte_array_append(follow_record->data,",0
"        copy_address(&follow_info->client_ip, &pinfo->src)_",0
    if (follow_info->bytes_written[follow_record->is_server] == 0) {,0
        follow_info->seq[follow_record->is_server] = sequence + length_,0
"    if( LT_SEQ(sequence, follow_info->seq[follow_record->is_server]) ) {",0
"            eo_info->sender_data = (gchar *) tvb_memdup(wmem_packet_scope(), tvb, value_offset, end_offset - value_offset - 2)_",0
"  eo_info = wmem_new(wmem_packet_scope(), imf_eo_t)_",0
"    eo_info->sender_data = ""\0""_",0
 * By Gerald Combs <gerald@xxxxxxxxxxxxx>,0
        .tv_usec = SOCKET_SEND_TIMEOUT_MS * 1000,1
"    setsockopt(sock, SOL_SOCKET, SO_SNDTIMEO, &socket_timeout, sizeof(socket_timeout))_",0
static struct timeval  socket_timeout = {,0
"        .tv_sec = 0,",0
        .tv_usec = 500000,0
"        if(CMAKE_VERSION VERSION_GREATER ""3.0"")",1
		set_property(GLOBAL PROPERTY RULE_LAUNCH_LINK ${CCACHE_EXECUTABLE}),0
	endif(CCACHE_EXECUTABLE),1
		COMMAND ${GLIB_COMPILE_RESOURCES} --sourcedir=${CMAKE_SOURCE_DIR} --target=${_outputfile} --generate --manual-register ${CMAKE_CURRENT_SOURCE_DIR}/${_resourcefile},1
"    oxm_length = tvb_get_guint8(tvb, offset + 3)_",0
"        proto_tree_add_item(tree, hf_openflow_v4_oxm_experimenter_value, tvb, offset, oxm_length - 4 , ENC_BIG_ENDIAN)_",0
"  ansi_sub_dissectors = register_dissector_table(""ansi.ssn"", ""ANSI SSN"", proto_tcap, FT_UINT8, BASE_DEC)_",0
            WSLUA_RETURN(1)_ /* The `Int64` object. */,0
"       The range must be 1, 2 or 4 octets long. */",0
            WSLUA_RETURN(1)_ /* The signed integer value */,0
             *    we are missing 5 and 6 byte integers within lua's range,0
"       The range must be 1, 2, 4 or 8 octets long. */",0
        case 0x09: /* LE Generate DHKey Complete */,0
/* TODO */,0
"          { ""Local RPA"",          ""bthci_evt.le_local_rpa"",",0
"		$repo_branch = $version_pref{""tar_repo_branch""}_",1
		if (!($repo_branch =~ /^master/ && $repo_branch =~ /unknown/i)) {,0
	CPackConfig.txt \,1
	git describe >> version.conf && \,1
  while((offset+8)<tvb_reported_length(tvb)) {,0
"            offset, bytes+8, tvb_get_ptr(tvb, offset, bytes),",0
"	LZ4=""liblz4-devel liblz4-1""",1
"	LZ4=""liblz4-devel liblz4""",0
"	LZ4=""lz4-devel liblz4-1_7""",0
asciidoc git git-review perl-podlators libnghttp2-devel libnghttp2,1
%global with_cql_compression 1,0
BuildRequires:	lz4-devel,0
Requires:	liblz4-1_7,0
BuildRequires:	lz4,0
Requires:	libz1                                           |Requires:       c-ares,0
"                                ""Large communities:%s"", wmem_strbuf_get_str(comm_strbuf))_",0
"    for (int idx = sourceModel->rowCount()_ it != newDevices.constEnd()_ ++it, idx++)",0
            if ( useDevice ),0
    if (dynamic_cast<InterfaceTreeCacheModel*>(sourceModel()) != 0),0
    if ( newDevices.size() > 0 ),1
    while ( it != newDevices.constEnd() ),0
"            QMap<InterfaceTreeColumns, QVariant>::const_iterator data_it = dataField->constBegin()_",1
        storage->remove(idx)_,0
        delete dataField_,0
interface_t * InterfaceTreeCacheModel::lookup(const QModelIndex &index) const,0
"    /* Handle all fields, which will have to be displayed for new devices. Only pipes",1
"    memset(&(device->if_info), 0, sizeof(if_info_t))_",0
      <number>1</number>,0
        QList<QLineEdit *> items = parent->findChildren<QLineEdit*>()_,1
        if ( items.count() > 0 ),1
"    void draw(address *bssid, int num_packets) {",0
"    queried_offset = tvb_find_guint8 (tvb, value_offset, line_end_offset - value_offset, ',')_",0
"        queried_offset = tvb_ws_mempbrk_pattern_guint8(tvb, par_name_end_offset, line_end_offset - par_name_end_offset, &pbrk_quotes, &c)_",0
"        }else if(c=='""'){",0
"create_capture_dissector_handle_with_name(capture_dissector_t dissector,",0
"  line = wmem_strndup(wmem_packet_scope(), tvb_get_ptr(tvb, offset, linelen), linelen)_",0
"    if (hid == 0x08 && !ws_strtou32(hval, NULL, &cd->content_length)) {",0
"      proto_tree_add_expert(ajp13_tree, pinfo, &ei_ajp14_content_length_invalid,",0
"        tvb, pos, hval_len)_",0
		errno = EINVAL_,0
  gint32            num_,0
    marked_row = 0_,1
"    if (name != NULL && ws_strtoi32(gtk_tree_model_get_string_from_iter(model, &iter), NULL, &num) &&",1
"  ws_strtoi32(gtk_tree_path_to_string(path), NULL, &indx)_",1
"          ws_strtoi32(str_b, NULL, &int_b)_",1
"    buf = _fcvt(x, 0, &dec, &sig)_",0
"	buf = _fcvt(x, 0, &dec, &sig)_",0
	proto_item  *pi_,1
"	prefs_register_uint_preference(quakeworld_module, ""udp.port"",",0
"					""QuakeWorld Server UDP Port"",",0
"					""Set the UDP port for the QuakeWorld Server"",",0
"    proto_iperf2 = proto_register_protocol(""iPerf2 Packet Data"", ""iPerf2"", ""iperf2"")_",0
	packet-iperf.c		\,0
#define IPERF2_PORT 5001,1
proto_register_iperf2(void),0
"            { ""iPerf2 sequence"", ""iperf2.udp.sequence"", FT_UINT32, BASE_DEC,",0
    if (tree) { /* we are being asked for details */,0
"        proto_tree_add_item(client_tree, hf_iperf2_mwinband, tvb, offset, 4, ENC_BIG_ENDIAN)_",0
"                prefStorage[&prefs.capture_devices_pmode]  << QString(""%1(%2)"").arg(device.name).arg(value ? 1 : 0)_",1
"        *key = qstring_strdup(it.value().join("",""))_",0
"            return QString(""-"")_",0
                    return html_escape(cfilter)_,0
    emit commitData(spinBox)_,0
"                        item = proto_tree_add_ipv6(tree_item->tree, hfid, tvbr->tvb->ws_tvb, tvbr->offset, tvbr->len, &ipv6)_",0
"                        memcpy(&addr.bytes, (const guint8*) checkAddress(L,1)->data, 16)_",0
"        setText(duration_col_, QDateTime::fromTime_t(nstime_to_sec(&(call_info_->stop_fd->abs_ts)) - nstime_to_sec(&(call_info_->start_fd->abs_ts))).toUTC().toString(""hh:mm:ss""))_",0
        call_info_(call_info),0
                        call_info_->protocol_name : voip_protocol_name[call_info_->protocol])_,0
    bool mTimeOfDay_,0
"		/* The RHS should be FT_BYTES, but a character is just a",0
"    if (cl && ws_strtou32(hval, NULL, &cl)) {",0
"            expert_add_info(pinfo, ti, &ei_catapult_dct2000_string_invalid)_",0
"                    flag_tree = proto_item_add_subtree(ti_opt, ett_icmpv6_rpl_flag_metric)_",0
"                            flag_tree = proto_item_add_subtree(ti_opt, ett_icmpv6_rpl_metric_nsa_object)_",0
                            do {,0
"                                ti_opt = proto_tree_add_item(icmp6opt_tree, hf_icmpv6_rpl_opt_metric_ne_object, tvb, opt_offset, 2, ENC_NA)_",0
"        { &hf_icmpv6_rpl_opt_metric_type,",0
                guint8 metric_len_,0
"            if (!zbee_gp_security_parse_key(rec->string, rec->key, rec->byte_order)) {",0
"        if (memcmp(gp_uat_key_records[i].key, empty_key, ZBEE_SEC_CONST_KEYSIZE) == 0) {",0
"                AMQP_INCREMENT(offset, size + 2, length)_",0
"                AMQP_INCREMENT(offset, array_size, length)_",0
    gint idx_,0
	@LIBSMI_LDFLAGS@		\,0
"            combobox->setItemText(new_index, data)_",0
"        combobox->setItemText(combobox->currentIndex(), data)_",1
"        g_log(LOG_DOMAIN_CAPTURE, G_LOG_LEVEL_MESSAGE, ""Capture Interface List failed, error %d, %s (%s)!"",",1
"              *err, primary_msg ? primary_msg : ""no message"",",1
"              secondary_msg ? secondary_msg : ""no secondary message"")_",1
        if (err_str) {,1
            *err_str = primary_msg_,1
            g_free(primary_msg)_,1
        g_free(secondary_msg)_,1
static const value_string session_states[] = {,0
            GChecksum *hash  = g_checksum_new(G_CHECKSUM_SHA512)_,0
            local_offset += 4_  /* skip qpn + reserved */,1
" - CMAKE_GTK_OPTS=""BUILD_wireshark_gtk=ON""""",0
"                interface_t device = g_array_index(global_capture_opts.all_ifaces, interface_t, row)_",1
                if ( col == IFTREE_COL_HIDDEN ),1
    void()_,1
            if ( QString(prefs.capture_device).compare(deviceName) == 0 ),1
            return true_,1
            flags = Qt::ItemIsEnabled | Qt::ItemIsUserCheckable_,0
"    if ( ( dataField = storage->value(row, 0) ) == 0 )",1
                dataField->remove(col)_,1
    if ( ( role == Qt::DisplayRole && editableColumns.contains(col) ) ||,0
            if ( dataField->keys().contains(col) ),1
"                return dataField->value(col, QVariant())_",1
#include <QIdentityProxyModel.h>,1
                if ( device.if_info.type == IF_EXTCAP ),1
"                return QString(tr(""Show""))_",1
"static const guint8 kafka_xerial_header[8] = {0x82, 0x53, 0x4e, 0x41, 0x50, 0x50, 0x59, 0x00}_",0
        QItemSelectionRange selection = (QItemSelectionRange) (*it)_,1
    if (app_id == ZBEE_ZCL_GP_APP_ID_DEFAULT) {,0
    app_id = (options & ZBEE_ZCL_GP_PROXY_TBL_OPT_APP_ID) >> ws_ctz(ZBEE_ZCL_GP_PROXY_TBL_OPT_APP_ID)_,0
"	extcap_help_add_option(extcap_conf, ""--version"", ""print the version"")_",0
"	{ ""debug"", optional_argument, NULL, EXTCAP_OPT_DEBUG} \",0
"    extcap_help_add_option(extcap, ""--version"", ""print tool version"")_",0
"                if (!prefs_set_range_value(pref, value, &module->prefs_changed))",0
	AC_WIRESHARK_PUSH_FLAGS,0
INCLUDE(FindPkgConfig),0
"echo ""                         Use SNAPPY : $have_snappy""",0
    http_tcp_range = range_copy(*http_tcp_ports->varp.range)_,0
				message_length= (guint32)orig_size_,0
"            code_valid = ws_strtou32(code_str, NULL, &code)_",0
"        if (!ws_strtou16(p, NULL, ftp_port)) {",0
                *ftp_port_len = (guint)(--e - p)_,0
"    col_append_fstr(pinfo->cinfo, COL_INFO, "", %s"", (cap & IEEE802154_CMD_CINFO_DEVICE_TYPE) ? tfs_cinfo_device_type.true_string : tfs_cinfo_device_type.false_string)_",0
"    zdp_parse_node_desc(tree, NULL, ett_zbee_zdp_node, tvb, &offset, version)_",0
        if (pinfo && ver_flags) {,1
 * CQL V4 reference: https://github.com/apache/cassandra/blob/trunk/doc/native_protocol_v5.spec,0
"  HINTS ""${NGHTTP2_HINTS}/include""",0
"  HINTS ""${NGHTTP2_HINTS}/lib""",0
        DISSECTOR_ASSERT(message_id == 0xFE)_,0
 *@param pinfo pointer to packet information fields (unused).,0
    guint8               ie_length_,0
    tvbuff_t  *volatile  payload_tvb_,0
            case IEEE802154_PAYLOAD_IE_IANA_6TOPGROUPID:,0
"                proto_tree_add_item(mq_tree, hf_mq_pmo_resolvqmgr , tvb, offset + 80, 48, p_mq_parm->mq_str_enc)_",0
"        const char* string_text = tvb_get_string_enc(wmem_packet_scope(), tvb, offset + string_size_field_len, string_size, string_encoding)_",0
"    total_len = tvb_reported_length_remaining(tvb, offset)_",1
        gchar* str_,0
"    col_set_str(pinfo->cinfo, COL_PROTOCOL, ""HL7"")_",1
            pinfo->desegment_len = DESEGMENT_ONE_MORE_SEGMENT_,0
    if (segment_len == -1) {,0
            if (field_number < 9) {,0
"	BGP-LS extensions for Segment Routing, draft-gredler-idr-bgp-ls-segment-routing-ext-01",0
"/* as per Health Level Seven, Version 2.6, appendix A */",0
gint,0
static const hl7_msg_type _U_ hl7_msg_types[] = {,0
"tvb_find_guint16(tvbuff_t *tvb, const gint offset, const gint maxlength,",0
"    { 0x7F12,               ""TLS 1.3 (draft 18)"" },",0
"    { 0x00, NULL }",0
"parse_string_field(proto_tree *tree, int hf, packet_info *pinfo, tvbuff_t *tvb, int offset, int* next_offset, int* linelen)",0
"    if (!ws_strtoi32(tvb_get_string_enc(wmem_packet_scope(), tvb, tag->value_offset,",0
"        if (!ws_strtoi32(tvb_get_string_enc(wmem_packet_scope(), tvb, offset,",0
# https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=12997,1
"   {0x06, FALSE, 8, 7, ""Connection Timeouts"", cip_uint, &hf_conn_mgr_conn_timouts, NULL},",0
"      att_item = proto_tree_add_uint_format_value(tree, hf_cip_attribute16,",0
"	gint len = tvb_find_guint8(tvb, offset, maxlength, needle1)_",0
	do {,0
"    QString stats_tables = ""<html><head><style>td{vertical-align:bottom_}</style></head><body>\n""_",0
"	COMPILE_FLAGS ""${LEMON_COMPILE_FLAGS}""",0
#include <valgrind/callgrind.h>,0
#ifdef HAVE_EXTCAP,0
        ui->interfaceTree->resizeColumnToContents(proxyModel->mapSourceToColumn(IFTREE_COL_EXTCAP))_,0
"     * or to determine size here and set it. 50 is bigger then the biggest icon, so for now, this",0
"    ui->interfaceTree->setColumnWidth(proxyModel->mapSourceToColumn(IFTREE_COL_EXTCAP), one_em * 3)_",1
"    return index(newIndex.row(), _columns.indexOf((InterfaceTreeColumns) sourceIndex.column()))_",1
		gint32 val = 0_,0
		else {,0
    proto_tree		*ext_tree_tft_,0
    guint16     	length_,1
"	if (!tvb_bytes_exist(tvb, offset, comprlen)) {",0
		return NULL_,0
	compr = (guint8 *)g_malloc(comprlen)_,0
				g_free(compr)_,0
	g_free(compr)_,0
The command must be able to produce a PCAP stream written to STDOUT. Like the one produced by,1
"wireshark(1), tshark(1), dumpcap(1), extcap(4)",0
	if (capture_command) {,1
A custom remote capture command that produces the remote stream that is shown in Wireshark.,1
    QItemSelection mySelection = proxyModel->mapSelectionFromSource(sourceSelection)_,0
    if ( sourceModel->updateSelectedDevices(sourceSelection) ),1
"    return InterfaceTreeModel::data(index(idx, col), Qt::DisplayRole)_",0
            if ( !selectIndex.isValid() ),0
"    foreach(QItemSelectionRange selection, sourceSelection)",0
    pRSTimeStamp[12] = '\0'_,0
        pRSDomainIdentification[u8LengthRSDomainIdentification] = '\0'_,0
        pRSMasterIdentification[u8LengthRSMasterIdentification] = '\0'_,0
            pRSTimeStamp[12] = '\0'_,0
static const value_string pn_io_rs_block_type[] = {,0
        /* XXX - dissect remaining user structures of [AlarmItem] */,0
"        if (!strcmp(uats->port, ""0"") && !strcmp(uats->port, ""any"") && ws_strtou16(uats->port, NULL, &port)) {",1
        /* Port to subprotocol mapping */,0
"        if (ws_strtou16(uats->port, NULL, &port)) {",0
	_U_,0
"QVariant InterfaceTreeModel::data(const QModelIndex &index _U_, int role _U_) const",1
	interface_sort_filter_model.h				\,1
        proxyModel->toggleIfType(ifType.toInt())_,1
    _filterHidden = true_,0
    bool hasHiddenTypes = hiddenTypes.size() > 0_,1
    buttonLayout->addWidget(button)_,1
"        button->setProperty(prop.toStdString().c_str(), content)_",1
                .arg(html_escape(device.addresses))_,1
"        ""Display the given interfaces in the startup list"",",1
    if (QString(prop).compare(QString(BTN_IFTYPE_PROPERTY)) == 0),1
    prefs.gui_interfaces_hide_types = g_strdup(new_pref.toStdString().c_str())_,1
                .arg(html_escape(QString(device.addresses)))_,1
                .arg(html_escape(QString(cfilter)))_,1
    delete(sourceModel)_,1
    buttonLayout->takeAt(0)_,0
            if ( selectIndex.row() < 0 ),1
        if ( selectIndex.row() >= 0 ),1
"        pref.append(QString(""%1,"").arg(i))_",1
    if (! filteredTypes.contains(device.if_info.type) ),0
    void resetPreferenceData()_,1
    return count <= 1 ? 1 : count_,1
    return ((int) IFTREE_COL_MAX)_,1
"        return QString("""")_",1
"        tt_str.replace('\n', "", "")_",1
                .arg(cfilter)_,1
         <string>&lt_html&gt_&lt_head/&gt_&lt_body&gt_&lt_p&gt_List of available capture interfaces&lt_/p&gt_&lt_/body&gt_&lt_/html&gt_</string>,1
"                this->main_welcome_->getInterfaceFrame(), SLOT(interfaceListChanged()))_*/",1
"				proto_tree_add_uint(user_info_tree, hf_user_info_terminal_speed,",1
"			if (!ws_strtou32(str, NULL, &term_len)) {",1
   if (size > 4),0
"set_source_files_properties(jsmn.c PROPERTIES COMPILE_FLAGS ""-DJSMN_STRICT"")",0
	-DJSMN_STRICT	\,1
	ws_mempbrk.c	\,0
"#include ""jsmn.h""",0
void jsmn_init(jsmn_parser *parser)_,0
"						if (ws_strtou64(format_text(line, tokenlen), NULL, &t.secs)) {",0
						},0
"						// t.secs = atoi(format_text (line, tokenlen))_",0
	/* allocation */,0
"dissect_lldp_chassis_id(tvbuff_t *tvb, packet_info *pinfo, proto_tree *tree, guint32 offset, ",0
"        pn_lldp_column_info->chassis_id_mac = wmem_strdup(wmem_file_scope(), strPtr)_",0
"            pn_lldp_column_info->chassis_id_locally_assigned = wmem_strdup(wmem_file_scope(), strPtr)_",0
docbook/release-notes.asciidoc# CMakeLists.txt,0
#define HSMS_TCP_PORT 5000,0
        for(unsigned int counter=0_ counter<length_ counter++),0
"    return dissect_secs_variable(tvb, pinfo, tree, data, &offset)_",0
    if (pType != PTYPE_SECS),0
"dissect_secs_message(tvbuff_t *tvb, packet_info *pinfo _U_, proto_tree *tree _U_, void *data _U_, int offset)",0
"dissect_hsms_message(tvbuff_t *tvb, packet_info *pinfo _U_, proto_tree *tree _U_, void *data _U_)",0
"dissect_hsms(tvbuff_t *tvb, packet_info *pinfo, proto_tree *tree _U_, void *data _U_)",0
// 0        =>  SECS-II Encoding,0
// 1-127    =>  Reserved for subsidiary standards,0
        if (byte2 != 0) // byte2 must be zero,0
        if (byte3 != 0) // byte3 must be zero,0
    /* header = 10 bytes */,0
    // 11-127   =>  Reserved for subsidiary standards,0
"static gint8 get_value_length(const guint32 val, const value_length *vl)_",0
static gint8,0
"get_value_length(const guint32 val, const value_length *vl)",0
    gint i = 0_,0
    if(vl) {,0
        while (vl[i].length >= 0) {,0
            if (vl[i].value == val) {,0
                return(vl[i].length)_,0
            i++_,0
    return -1_,0
static const value_string ptype_names[] = {,0
"    { 0, ""SECS"" },",0
    switch (sType),1
 * protocol. */,0
    // add the formatcode/length bytes to the item tree,0
    /* Check if first byte describes length) */,0
        len = 1_,0
    if (tvb_reported_length(tvb) > HSMS_MIN_LENGTH),0
    /* Register an example port preference */,0
Frear				<from_wireshark[AT]frear.com>,0
        /* \todo filename should be converted to UTF-8. */,0
#define  PCEP_RP_RESERVED               0xFFC000,0
"	sidlist_len = tvb_get_letohl(tvb, offset)_",1
"	getinfo_offset = tvb_get_letohs(tvb, offset)_",1
"	getinfo_size = tvb_get_letohl(tvb, offset)_",1
"    { BGP_EXT_COM_COST_POI_ORIGIN,  ""\""Lowest Origin code\"" step"" },",0
/* EIGRP external protocol numbering - retaken from packet-eigrp.c */,0
                found = TRUE_,0
                counter++_,1
"        url = user_guide_url(""ChExtcapOptions.html"")_",0
		/* Shows at minimum 6 entries at most desktops */,1
class ExtcapOptionsDialog : public QDialog,0
    <height>400</height>,1
    	workingDir = QFileInfo(filename).dir()_,1
"		workingDir.absolutePath(), tr(""All Files (*.*)""))_",1
    	textBox->setText(filename)_,1
"        return result.join(',')_",0
    void on_extcap_options_finished(int result)_,1
"        } else if (g_ascii_strcasecmp(v->value, ""selector"") == 0) {",1
		QVariant data = boxSelection->currentData()_,0
#define PUBLISH_MSG_TYPE       2,0
"  { NAK_MSG_TYPE,            ""Error"" },",0
"  hartip_tcp_handle = new_create_dissector_handle(dissect_hartip_tcp, proto_hartip)_",0
"    { SSL_HND_HELLO_EXT_ELLIPTIC_CURVES, ""elliptic_curves"" }, /* RFC 4492 */",0
"      ""Wlan Identity Prefix"", ""eap.identity.wlan.prefix"",",1
